
973748186043985920,Firearms%20policy,2018-03-14 2:30:33,anger,0,sporting goods retailer dick reported higher quarterly profit said new gun sales policy likely send https co kmeba meq
973753438487109632,Firearms%20policy,2018-03-14 2:51:25,sadness,-0.910605,flcantilever idideat kylekashuv benshapiro realdonaldtrump flotus potus dzbillfulton plea wo https co oitqc g g
973758074652708865,Firearms%20policy,2018-03-14 3:09:51,anger,0,sporting goods retailer dick reported higher quarterly profit said new gun sales policy likely send https co zzv lynfpd
973769926317133824,Firearms%20policy,2018-03-14 3:56:56,sadness,-0.441015,klughgregory dicks young people throughout states access firearms since around https co bpgh qoqgr
973784249705824256,Firearms%20policy,2018-03-14 4:53:51,anger,-0.733009,slickstweetz uber picks suspect uber drops suspect stoneman douglas high school uber policy reads ed u u bd ed u b u fire arms
973813855959896065,Firearms%20policy,2018-03-14 6:51:30,anger,-0.46028,derekkreiner teens amp young adults give us trump establishment tax amp spend swamp gave us trump shit lik https co grhmwlt fh
973859641380622336,Firearms%20policy,2018-03-14 9:53:26,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co fdrezpptda
973871033076744197,Firearms%20policy,2018-03-14 10:38:42,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co gxdm b ou
973892211774386176,Firearms%20policy,2018-03-14 12:02:51,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co lbyay ursh
973893541301596160,Firearms%20policy,2018-03-14 12:08:08,sadness,-0.359108,aspergirl marstu prime example guns belong schools vet reserve polic https co gxh h id
973896139434061824,Firearms%20policy,2018-03-14 12:18:28,anger,-0.534209,ellarinfay askbradwenstrup answered letter gun violence believe public policy driven evidenc
973901040205598720,Firearms%20policy,2018-03-14 12:37:56,anger,-0.534209,ellarinfay askbradwenstrup answered letter gun violence believe public policy driven evidenc
973903602350739456,Firearms%20policy,2018-03-14 12:48:07,anger,-0.534209,ellarinfay askbradwenstrup answered letter gun violence believe public policy driven evidenc
973910333738938368,Firearms%20policy,2018-03-14 13:14:52,disgust,0,https co ffylclewmo police scotland consider firearms applicant social media https co hlthngzftb
973910562227851264,Firearms%20policy,2018-03-14 13:15:47,sadness,-0.415895,melody aspergirl marstu prime example guns belong schools vet reserve policeman
973913161215574016,Firearms%20policy,2018-03-14 13:26:06,fear,-0.325549,police scotland consider firearms applicant social media hoped new policy stop guns falling https co fhnbxnwolz
973922023612166144,Firearms%20policy,2018-03-14 14:01:19,sadness,0,riverstreet emma change zeitgeistbabe say kids old enough keep bear firearms years ol https co bbkcdzjoem
973923326178529281,Firearms%20policy,2018-03-14 14:06:30,joy,0.605768,chuckgrassley senorrinhatch senfeinstein everytown senbillnelson marcorubio note yet clear l https co gf unflg x
973923896188694529,Firearms%20policy,2018-03-14 14:08:46,joy,0.631622,politicsk chuckgrassley senorrinhatch senfeinstein everytown senbillnelson marcorubio note yet clear link dem
973925394230333443,Firearms%20policy,2018-03-14 14:14:43,sadness,0,voxdotcom research gun violence found firearms make people safer nra backed federal funding f
973925411057893376,Firearms%20policy,2018-03-14 14:14:47,sadness,0,prior ab california school board passed policy allowing staff carry concealed firearms https co ket jjwlgm
973925556201840642,Firearms%20policy,2018-03-14 14:15:21,joy,0.631622,politicsk chuckgrassley senorrinhatch senfeinstein everytown senbillnelson marcorubio note yet clear link dem
973929179677835264,Firearms%20policy,2018-03-14 14:29:45,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co hqdt obwku
973929465754435584,Firearms%20policy,2018-03-14 14:30:54,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co tq obk
973929779291238401,Firearms%20policy,2018-03-14 14:32:08,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co gqvvkpuo
973930428368224257,Firearms%20policy,2018-03-14 14:34:43,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co alnazh gpj
973930523302260736,Firearms%20policy,2018-03-14 14:35:06,disgust,-0.551779,dropped membership amp disassociated tennessee firearms association grp thinks nra moderate https co awrlmwoyfy
973931387014270976,Firearms%20policy,2018-03-14 14:38:32,sadness,0,options investors looking introduce policy firearms download executive summary https co pmwaplus
9.73932E+17,Firearms%20policy,2018-03-14 14:41:30,disgust,0,foxnews trained nra policy never ammunition class teaching firearms https co ps kcvd fr
973936584230887424,Firearms%20policy,2018-03-14 14:59:11,sadness,-0.725933,children trust firearms children want base firearms policy le https co k bsxjb
973937330561036289,Firearms%20policy,2018-03-14 15:02:09,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co bb uihwhou
973937960386166785,Firearms%20policy,2018-03-14 15:04:39,sadness,-0.567861,thymes prestonmitchum defeated many times defeated reason compassion https co jc rxdzl j
973939047386243074,Firearms%20policy,2018-03-14 15:08:58,disgust,0,peglegmeggo abcpolitics addition week shooting congress considering legislation th https co c rmeffa f
973944014062809089,Firearms%20policy,2018-03-14 15:28:42,disgust,0.833517,khanoisseur encouraging foreign visitors sane gun policy congress approved new law allowi https co lsdgz eydw
973944313276137473,Firearms%20policy,2018-03-14 15:29:53,sadness,0,dnc feel young people old enough responsible enough firearms problem https co vvzum b le
973944661852151809,Firearms%20policy,2018-03-14 15:31:17,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co vuvymsj
973945442240090112,Firearms%20policy,2018-03-14 15:34:23,joy,-0.819835,artburleson vildyviix vote blue nra ton loopholes close agree https co bcoxtzj k
973946181159075840,Firearms%20policy,2018-03-14 15:37:19,sadness,0.507503,gun policy jargon tough navigate let walk basic terms together thread wi https co w wgkixemu
973948487556481024,Firearms%20policy,2018-03-14 15:46:29,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co l uxbmvfqr
973950263928090626,Firearms%20policy,2018-03-14 15:53:32,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co bym pbthny
973950455775600642,Firearms%20policy,2018-03-14 15:54:18,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co qkxmu ixx
973950513732452354,Firearms%20policy,2018-03-14 15:54:32,disgust,-0.802142,smithwessoncorp get trouble wearing shirt government funded school policy agains https co htcjnb zdl
973951286772056064,Firearms%20policy,2018-03-14 15:57:36,joy,0,homeowners policy handle firearms insurance journal blog https co fppf cqr l
973955310237962245,Firearms%20policy,2018-03-14 16:13:35,disgust,-0.350852,ethan randleas hellengomez fan libertarianism believe private ownership fire https co huw x
973955823079653378,Firearms%20policy,2018-03-14 16:15:38,sadness,-0.364552,mitchellreports girls wrong walmart still sells guns https co ohts fcyoh
973956068509454338,Firearms%20policy,2018-03-14 16:16:36,sadness,0,voxdotcom research gun violence found firearms make people safer nra backed federal funding f
973956336517111808,Firearms%20policy,2018-03-14 16:17:40,anger,0,sporting goods retailer dick reported higher quarterly profit said new gun sales policy likely send https co voeglyzm
973956351733923841,Firearms%20policy,2018-03-14 16:17:44,anger,-0.601227,jessicachasmar washtimes whole lot meh never went dick buy firearms sto https co bb ip g
973958817800011776,Firearms%20policy,2018-03-14 16:27:32,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co sjvixmyfsx
973959977349124097,Firearms%20policy,2018-03-14 16:32:08,joy,0.882218,kathyfish hope makes difference finally successful policy gun control might framed https co pqopspddov
973960129346396160,Firearms%20policy,2018-03-14 16:32:44,sadness,-0.316171,trump reversed obama policy restricting access firearms mentally ill yes unconstit https co lyv r ddg
973961786159329281,Firearms%20policy,2018-03-14 16:39:19,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co mfhwfh tfe
973966362774130688,Firearms%20policy,2018-03-14 16:57:30,sadness,-0.319634,years ago australia concluded decided national firearms agreement national firearm trafficking p https co iw uigspag
973967534750871553,Firearms%20policy,2018-03-14 17:02:10,anger,-0.330716,students across country walking class protest tighter restrictions firearms https co cuhekhj ps
973967770042994688,Firearms%20policy,2018-03-14 17:03:06,joy,0,great analysis upennem health policy fellow edouard coupet showing firearms injuries treated us e https co fbmaxzp ts
973968910738337794,Firearms%20policy,2018-03-14 17:07:38,disgust,0,hopeandhealfund first approved congress dickeyamendment effectively bans federal taxpayer money spent p
973972317268250625,Firearms%20policy,2018-03-14 17:21:10,joy,0,kit delgadomd great analysis upennem health policy fellow edouard coupet showing firearms injuries treated us eds ar
973972548223471618,Firearms%20policy,2018-03-14 17:22:05,disgust,-0.527225,deeply skeptical policy arming classroom teachers firearms case point https co wna ezy
973974005421031424,Firearms%20policy,2018-03-14 17:27:53,joy,0,following list common sense firearms ammunition policy proposals address us mass shoo https co yq wzuh kd
973975296427802624,Firearms%20policy,2018-03-14 17:33:00,sadness,0,jennyyangtv diffenbaugh noted state law school policy forbids carrying firearms campus without author https co b eypvx
973978591653380096,Firearms%20policy,2018-03-14 17:46:06,anger,0,jennyyangtv lexforchange ed u u bd ed u b u ac told class pointing gun ceiling make sur https co r dofcip
973980497486458882,Firearms%20policy,2018-03-14 17:53:40,joy,0,kit delgadomd great analysis upennem health policy fellow edouard coupet showing firearms injuries treated us eds ar
973986880042733568,Firearms%20policy,2018-03-14 18:19:02,disgust,-0.509379,bush administration passed sweeping law making gun manufacturers immune civil litigation crim https co ove ojkl
973990600285417472,Firearms%20policy,2018-03-14 18:33:49,anger,0,research jh center gun policy research finds requiring universal background checks permi https co muxl qhz
973991876972834817,Firearms%20policy,2018-03-14 18:38:54,disgust,0,iswudt always nice mexican drug cartel firearms supplier weighs public policy particularly topic coverups
973992459918192640,Firearms%20policy,2018-03-14 18:41:13,fear,0,publichealthpr research jh center gun policy research finds requiring universal background checks permits
973998642565541888,Firearms%20policy,2018-03-14 19:05:47,joy,0,kit delgadomd great analysis upennem health policy fellow edouard coupet showing firearms injuries treated us eds ar
974002610343641089,Firearms%20policy,2018-03-14 19:21:33,sadness,-0.575762,davidhogg would affect law abiding citizens criminals follow laws would adhere https co joivadedtk
974003478631800838,Firearms%20policy,2018-03-14 19:25:00,joy,0,mlangley jordanchariton sfviris conorlambpa joemanchinwv heidiheitkamp sendougjones yes yes https co v x yywys
